atom_i	atom_j	element_pair	shortest_bond_path	graph_class	distance_A	GEO_A_same_pair_A	delta_same_pair_A	GEO_A_class_min_A	delta_class_min_A	adjacent_prev_id	adjacent_prev_distance_A	delta_vs_adjacent_prev_A	adjacent_next_id	adjacent_next_distance_A	delta_vs_adjacent_next_A
O2	C4	C-O	5	>1-4	5.190874376025297	5.3264522574916215	-0.13557788146632443	3.3103352832074573	1.8805390928178398	T_CC_300	5.335324549042144	-0.14445017301684704	T_CC_000	4.794186417413267	0.39668795861202977
O3	C1	C-O	3	1-4	3.0122736051307055	3.2107606603171766	-0.19848705518647103	3.2107606603171766	-0.19848705518647103	T_CC_300	3.210760660312157	-0.1984870551814515	T_CC_000	3.210760660303778	-0.1984870551730724
O3	C2	C-O	2	1-3	2.622366068110606	2.6223660681255687	-1.496269774747816e-11	2.6046910890976847	0.017674979012921366	T_CC_300	2.6223660681362895	-2.568345536246852e-11	T_CC_000	2.622366068131224	-2.0618173834918707e-11
O3	C3	C-O	4	>1-4	2.960276119927714	3.9029658130441094	-0.9426896931163955	3.3103352832074573	-0.3500591632797434	T_CC_300	3.9166325904749177	-0.9563564705472039	T_CC_000	3.098121068750645	-0.1378449488229312
O3	C4	C-O	5	>1-4	3.584141155508273	4.956222211158101	-1.372081055649828	3.3103352832074573	0.2738058723008159	T_CC_300	4.976006696652439	-1.3918655411441656	T_CC_000	3.360689353508713	0.22345180199956038
C1	C2	C-C	1	1-2	1.5463338470660033	1.5463338470660033	0.0	1.5463338470660033	0.0	T_CC_300	1.5463338470660033	0.0	T_CC_000	1.5463338470660033	0.0
C1	C3	C-C	1	1-2	1.5536251455870633	1.5536251455870633	0.0	1.5463338470660033	0.00729129852106003	T_CC_300	1.5536251455870633	0.0	T_CC_000	1.5536251455870633	0.0
C1	C4	C-C	2	1-3	2.677819696672577	2.677819696672577	0.0	2.677819696672577	0.0	T_CC_300	2.677819696672577	0.0	T_CC_000	2.677819696672577	0.0
C2	C3	C-C	2	1-3	2.7039185593668664	2.7039185593668664	0.0	2.677819696672577	0.026098862694289515	T_CC_300	2.7039185593668664	0.0	T_CC_000	2.7039185593668664	0.0
C2	C4	C-C	3	1-4	3.369622626275271	3.369622626275271	0.0	3.369622626275271	0.0	T_CC_300	3.369622626275271	0.0	T_CC_000	3.369622626275271	0.0
C3	C4	C-C	1	1-2	1.5480468401622944	1.5480468401622944	0.0	1.5463338470660033	0.0017129930962911377	T_CC_300	1.5480468401622944	0.0	T_CC_000	1.5480468401622944	0.0
